Time_s,Power_W,GPU_Temp_NoPCM_degC,GPU_Temp_Uniform_degC,GPU_Temp_HydraCore_degC
21.04,894.0211303259028,88.31844827509143,83.10236673970725,79.14198499350096
21.12,863.244294954151,88.40960907112394,83.16487969255351,79.18985686335894
21.2,874.9999999999998,88.49737237676965,83.22524108325047,79.23617355451904
21.28,886.7557050458495,88.58155005837203,83.28333339328465,79.28085039056118
21.36,855.9788696740964,88.66196270590397,83.3390445574762,79.32380662270793
21.44,894.0211303259033,88.73844008949625,83.3922682492849,79.36496563522998
21.52,714.310026452398,88.81082159274267,83.44290415160204,79.40425514040169
21.6,709.770868769587,88.87895662168853,83.49085821234463,79.44160736251436
21.68,381.8473075535966,88.94270498846876,83.53604288420604,79.47695921048233
21.76,392.5896922049327,89.00193726862727,83.57837734795771,79.51025243860609
21.84,377.2717478546243,89.05653513121554,83.61778771873828,79.54143379508614
21.92,382.6318139326,89.1063916408362,83.65420723480855,79.5704551579129
22.0,692.7195467825635,89.15141153086958,83.68757642829627,79.597273657789
22.080000000000002,701.2281120907949,89.19151144719301,83.71784327749907,79.62185178777382
22.16,408.1465856667351,89.22662016177765,83.74496334036125,79.6441574993732
22.240000000000002,366.3273480740826,89.2566787556233,83.76889986878717,79.66416428483177
22.32,391.8626019037452,89.28164077057002,83.78962390350283,79.68185124542003
22.400000000000002,368.87284128810353,89.30147232960263,83.8071143492258,79.69720314554364
22.48,380.2806813421057,89.31615222534492,83.82135802995421,79.71021045253846
22.56,716.3342589545105,89.32567197652028,83.83234972423486,79.72086936205079
22.64,700.964200286432,89.33003585223629,83.84009218032166,79.72918180893883
22.72,374.222552220707,89.32926086403229,83.84459611118622,79.73515546366755
22.8,377.8469629074004,89.32337672571029,83.84588016939334,79.73880371420684
22.88,391.7959774893468,89.31242578105093,83.84397090190487,79.74014563347775
22.96,377.6963336828287,89.29646289959751,83.83890268492652,79.73920593243022
23.04,703.2468788437296,89.27555534077133,83.83071763896183,79.73601489886973
23.12,700.6835775985572,89.24978258666223,83.8194655242886,79.73060832218843
23.2,378.48399652394187,89.2192361439167,83.80520361712146,79.72302740419047
23.28,406.43944089325333,89.18401931522449,83.7879965667737,79.71331865623671
23.36,391.3391902231802,89.1442469409809,83.76791623417944,79.70153378296922
23.44,364.748574133424,89.10004511177809,83.74504151218385,79.68772955290869
23.52,702.7968147215414,89.05155085245144,83.71945812805572,79.67196765625229
23.6,690.0732030284742,88.99891177847981,83.69125842872151,79.6543145502308
23.68,393.5243333479623,88.94228572560729,83.66054114926293,79.63484129241598
23.76,377.07479261567306,88.88184035362316,83.62741116526378,79.61362336239914
23.84,383.8526355853311,88.81775272530032,83.59197922963098,79.59074047229153
23.92,390.0498727898046,88.75020886155676,83.5543616945553,79.56627636652526
24.0,712.9863279125518,88.6794032739634,83.51468021931382,79.54031861146048
24.080000000000002,681.9955538941633,88.60553847578022,83.4730614646527,79.51295837533043
24.16,381.6549876415906,88.5288244727553,83.42963677452217,79.48429019908015
24.240000000000002,380.2505468883905,88.44947823497377,83.38454184596772,79.45441175867799
24.32,378.4667076742629,88.36772315109101,83.3379163880119,79.42342361950017
24.400000000000002,402.65454240281105,88.28378846632882,83.28990377038811,79.39142898340901
24.48,389.0498171096096,88.19790870565463,83.2406506630138,79.3585334291638
24.560000000000002,681.0867406849743,88.11032308360089,83.19030666711443,79.32484464681998
24.64,713.7679292058216,88.02127490221596,83.13902393892943,79.2904721667878
24.72,406.2215619701264,87.93101093866737,83.0869568069513,79.25552708423471
24.8,395.3246526055115,87.83978082404457,83.03426138366463,79.22012177952794
24.88,369.8063003404599,87.74783641493093,82.9810951727659,79.18436963542327
24.96,380.15765927133754,87.65543115933221,82.92761667285652,79.14838475171459
25.04,719.0036672377994,87.56281945856382,82.87398497861011,79.1122816580652
25.12,689.3849580157183,87.47025602670874,82.82035938042189,79.07617502574604
25.2,389.43819428146236,87.37799524926467,82.76689896355117,79.04017937900932
25.28,392.74634053429344,87.28629054260024,82.71376220777005,79.00440880682658
25.36,375.7306952842192,87.19539371583923,82.6611065885296,78.96897667571942
25.44,384.40474643938205,87.10555433678424,82.60908818065101,78.93399534440837
25.52,651.3809898989639,87.01701910348237,82.55786126554302,78.89957588100074
25.6,684.6341853799856,86.93003122302007,82.50757794293796,78.86582778343194
25.68,382.47431848606846,86.84482979911688,82.45838774812711,78.83285870386646
25.76,372.52216818035157,86.76164923006526,82.41043727566266,78.80077417775485
25.84,401.3241130393164,86.6807186185373,82.36386981047656,78.7696773582309
25.92,370.69858622039374,86.6022611947497,82.31882496734852,78.73966875652046
26.0,693.3993326995452,86.52649375444408,82.27543833963372,78.7108459890172
26.080000000000002,701.9611086592914,86.45362611310267,82.23384115813789,78.68330353166454
26.16,399.41273289066123,86.38386057777836,82.19415996100135,78.65713248226422
26.240000000000002,370.64137848820565,86.31739143787314,82.15651627542607,78.63242033131196
26.32,396.63163752154964,86.25440447615176,82.12102631205009,78.60925074193909
26.400000000000002,385.1023306101959,86.19507650122611,82.08780067274085,78.58770333951611
26.48,375.18491348952057,86.13957490269092,82.05694407254624,78.5678535114498
26.560000000000002,706.931552113949,86.08805723003555,82.02855507650546,78.54977221767946
26.64,702.9858954336021,86.0406707963949,82.00272585198479,78.53352581235117
26.72,378.9978312284121,85.99755230814132,81.97954193716389,78.51917587712057
26.8,385.6980208499003,85.95882752125276,81.95908202625758,78.5067790665052
26.88,381.14686403138245,85.9246109253258,81.94141777201581,78.4963869656772
26.96,386.13517345251256,85.89500545603177,81.9266136060005,78.48804596105555
27.04,709.9319601178157,85.87010223674247,81.91472657709377,78.48179712402484
27.12,723.7902522421803,85.84998034997835,81.90580620864526,78.47767610807438
27.2,372.6218450117316,85.83470663925675,81.89989437461949,78.47571305961736
27.28,406.3303337465627,85.82433554184074,81.89702519505654,78.47593254271568
27.36,365.47912200477504,85.81890895281131,81.89722495110965,78.47835347790021
27.44,383.48214904964425,85.8184561208065,81.90051201987494,78.48298909524158
27.52,708.8247580972686,85.82299357569087,81.90689682917773,78.48984690178955
27.6,704.2148780160255,85.83252508833824,81.91638183242969,78.49892866346372
27.68,378.7730048017941,85.84704166262937,81.92896150362066,78.51023040144108
27.76,382.9187774964273,85.86652155968517,81.9446223524575,78.52374240304964
27.84,380.0699906534117,85.8909303542741,81.9633429596122,78.53944924714064
27.92,379.10635243055793,85.92022102325156,81.98509403198999,78.55732984387535
28.0,712.7440314553154,85.95433406580797,82.00983847787799,78.5773574888259
28.080000000000002,705.3552322894757,85.99319765522212,82.03753150178484,78.59949993125363
28.16,378.0709040473935,86.03672782173612,82.06812071873135,78.62371945639234
28.240000000000002,393.99599875433256,86.08482866609074,82.10154628770414,78.64997298152886
28.32,388.07299520876614,86.13739260318141,82.13774106393468,78.6782121656381
28.400000000000002,393.1286211883897,86.19430063521966,82.17663076961946,78.70838353229554
28.48,391.2962884192362,86.25542265371031,82.21813418265,78.74042860555721
28.560000000000002,687.565074836169,86.32061776948137,82.26216334287597,78.77428405846327
28.64,691.5972843970454,86.38973466993336,82.30862377538062,78.80988187379069
28.72,392.4729360512327,86.4626120026057,82.3574147302044,78.84714951664863
28.8,391.1037026543347,86.53907878409137,82.40842943791127,78.88601011848064
28.88,384.7909840603586,86.61895483326681,82.46155538035241,78.92638267200901
28.96,386.1732738330879,86.7020512277433,82.51667457594321,78.96818223662882
29.04,719.1649734368264,86.7881707823864,82.57366387873296,79.01132015373267
29.12,691.1264291674626,86.87710854869502,82.632395290512,79.05570427142258
29.2,390.47097381170045,86.96865233377898,82.69273628516787,79.10123917804123
29.28,382.9780734756611,87.06258323762366,82.7545501444712,79.14782644393236
29.36,382.82318796772785,87.15867620728534,82.8176963044431,79.19536487082051
29.44,395.98776851987196,87.25670060661687,82.88203071142941,79.24375074817911
29.52,712.3812452348204,87.35642080008498,82.94740618698195,79.29287811594013
29.6,712.2026445400096,87.4575967492042,83.01367280062577,79.34263903288142
29.68,398.0547880715433,87.55998462008145,83.08067824957,79.39292385001379
29.76,385.2100384163276,87.66333740053605,83.148268244404,79.44362148827716
29.84,391.8195297129497,87.7674055252368,83.21628689980392,79.49461971984468
29.92,381.8973324340655,87.87193750727697,83.28457712926325,79.54580545232389
30.0,874.999999999999,87.97668057459184,83.3529810428499,79.59706501513712
30.080000000000002,886.7557050458482,88.0813813096114,83.42134034698537,79.64828444735794
30.16,855.9788696740968,88.18578629053238,83.48949674523617,79.69934978627633
30.240000000000002,894.021130325903,88.28964273258985,83.55729233910495,79.75014735596382
30.32,863.2442949541504,88.39269912770862,83.62457002780917,79.80056405510958
30.400000000000002,875.0000000000003,88.49470588091874,83.69117390603729,79.8504876434005
30.48,886.7557050458507,88.5954159419274,83.75694965867801,79.8998070257219
30.560000000000002,855.9788696740973,88.69458543025233,83.82174495152523,79.94841253346071
30.64,894.0211303259027,88.79197425233714,83.88540981697201,79.99619620220089
30.72,863.2442949541512,88.88734670909025,83.9477970337194,80.04305204510953
30.8,874.9999999999995,88.98047209231265,84.00876249954052,80.0888763213229
30.88,886.7557050458514,89.07112526850784,84.06816559615906,80.13356779865465
