Time_s,Power_W,Python_Baseline_degC,Python_HydraCore_degC,Elmer_FEM_Steady_degC
25.3,400.51151975522527,27.756381367425174,27.656564705416187,53.52
25.35,386.15674634292867,27.749425469874,27.649673247029014,53.52
25.400000000000002,396.7929718406383,27.74250388152609,27.642817336392195,53.52
25.450000000000003,385.67518481410116,27.735585032710237,27.635963693070064,53.52
25.5,730.9112188732298,27.729041072545403,27.62950282696164,53.52
25.55,726.3301126366481,27.722376005479408,27.62291102910114,53.52
25.6,696.2655377728139,27.71569545835783,27.616301736639887,53.52
25.650000000000002,394.7157095095436,27.708735880704655,27.60939949365285,53.52
25.700000000000003,391.45375949585156,27.7019081817319,27.602638073671155,53.52
25.75,398.68631557532353,27.69511039240808,27.595908201757485,53.52
25.8,375.350765394199,27.688303843579412,27.589168587262684,53.52
25.85,391.86051459998447,27.68154087007193,27.582474363990602,53.52
25.900000000000002,395.58424486849594,27.674793217146448,27.575795568874366,53.52
25.950000000000003,367.4126051357689,27.668032769451766,27.569102752492462,53.52
26.0,682.2511223100133,27.661622415849344,27.56277688584658,53.52
26.05,669.4115173335985,27.655094132600073,27.556323758194036,53.52
26.1,695.9588974833316,27.6486113893315,27.549917291956483,53.52
26.150000000000002,392.1754225579597,27.641825011275476,27.543191534650372,53.52
26.200000000000003,400.02357052096033,27.635181631363768,27.53661816120361,53.52
26.25,385.7409478041978,27.628541408620215,27.530048163855884,53.52
26.3,401.28615545571296,27.621939932201848,27.523518439831026,53.52
26.35,371.19898541785113,27.615319090905803,27.51696775365629,53.52
26.400000000000002,367.96617560644853,27.608723692882464,27.51044348791546,53.52
26.450000000000003,384.4445230110339,27.602163922229796,27.50395615874207,53.52
26.5,705.7609817340896,27.595943152689024,27.497823727013344,53.52
26.55,699.5095787785885,27.589607675423874,27.491567252181774,53.52
26.6,668.9883684994019,27.58325630144749,27.485292913016675,53.52
26.650000000000002,384.10879960487216,27.57664227035,27.478742809860865,53.52
26.700000000000003,371.9553049949515,27.57014368778401,27.472316134923275,53.52
26.75,391.69672548830044,27.563690185475863,27.465936972121707,53.52
26.8,388.66598246096856,27.557243020471365,27.45956379770788,53.52
26.85,375.6012021367265,27.55080028485463,27.453194729135642,53.52
26.900000000000002,379.8613308266331,27.544383793360037,27.446852791521323,53.52
26.950000000000003,374.40786478111056,27.537976971570284,27.44052045488979,53.52
27.0,699.0598135409024,27.53192055652458,27.434555176619615,53.52
27.05,714.3271348075185,27.52576994211805,27.428487382363787,53.52
27.1,685.2141093049669,27.51959602794335,27.422393743470472,53.52
27.150000000000002,390.0404651551785,27.513147687287116,27.4160119343832,53.52
27.200000000000003,379.69742381627566,27.506820172971228,27.409759290263455,53.52
27.25,377.0712716773766,27.500513860444265,27.40352911782099,53.52
27.3,383.9296964004545,27.494232243053062,27.397324407489553,53.52
27.35,374.64757677580633,27.48795491390062,27.39112360854671,53.52
27.400000000000002,379.46350694652824,27.481702396098537,27.38494838262309,53.52
27.450000000000003,373.02122107411157,27.475457848729647,27.378780961416805,53.52
27.5,729.4708769937458,27.469596140480718,27.373014625969166,53.52
27.55,700.528953279576,27.46358226984808,27.367084667702724,53.52
27.6,689.5041173801112,27.45757996845314,27.36116580382958,53.52
27.650000000000002,387.1397991073423,27.451288939526236,27.35494368710717,53.52
27.700000000000003,383.87671950309175,27.445128150625468,27.34886064666451,53.52
27.75,382.7903040046678,27.438987037205937,27.342798422559156,53.52
27.8,391.1416670004343,27.432871038643462,27.336762072029945,53.52
27.85,392.5750771004731,27.42676924418155,27.33074001590685,53.52
27.900000000000002,379.6949885238948,27.420669561951865,27.324719616027288,53.52
27.950000000000003,379.24181759355326,27.414590295732932,27.318720226170022,53.52
28.0,695.8742245427253,27.408850644744124,27.313076565038422,53.52
28.05,665.4711825289662,27.402972369373995,27.307283863039547,53.52
28.1,677.2721340670217,27.397129643000827,27.30152751210362,53.52
28.150000000000002,398.6687426744453,27.391013239931915,27.295483481191862,53.52
28.200000000000003,401.4496771350129,27.385023339375426,27.28957432403609,53.52
28.25,382.5096396044363,27.379031813326254,27.283663526786764,53.52
28.3,390.7655696305577,27.373071747198086,27.27778541868538,53.52
28.35,388.1125015454354,27.367121542151157,27.271917090949234,53.52
28.400000000000002,415.78880808455244,27.361216070338372,27.266095168992713,53.52
28.450000000000003,396.1957491143458,27.355295306415847,27.260256414923806,53.52
28.5,698.0812361277885,27.34970562778785,27.25476454228266,53.52
28.55,685.6668933909937,27.344001220441168,27.249148876724927,53.52
28.6,675.9033051961364,27.338303092560427,27.24353872131428,53.52
28.650000000000002,387.0346363586723,27.33232857177401,27.237638212529347,53.52
28.700000000000003,377.436492547157,27.32647175116713,27.23186349327564,53.52
28.75,370.7774629040233,27.320630418291994,27.226105233362226,53.52
28.8,378.5342711575748,27.31481503521883,27.22037379355929,53.52
28.85,374.18451996385613,27.309007460296158,27.214649962229714,53.52
28.900000000000002,401.8714163507257,27.303244915574002,27.2089728666024,53.52
28.950000000000003,393.81639756949454,27.297478507043,27.20329093188149,53.52
29.0,699.8804103802507,27.292042584115233,27.19795513852938,53.52
29.05,722.1991620833504,27.28652526177691,27.19253044668297,53.52
29.1,701.1605246147143,27.280988718615593,27.187084167346136,53.52
29.150000000000002,376.3871579867174,27.275142651602284,27.18131281812048,53.52
29.200000000000003,400.23124077269665,27.269462123406775,27.175717811676797,53.52
29.25,390.38910043684666,27.26378084057119,27.170121982449775,53.52
29.3,374.62753845673546,27.258101929930437,27.16452820629102,53.52
29.35,383.096613219164,27.252452693326923,27.158965209831813,53.52
29.400000000000002,376.2438174661525,27.246808099515164,27.153406515464873,53.52
29.450000000000003,371.1720026903567,27.241175612069267,27.14786004952257,53.52
29.5,713.8926632129746,27.23590993969534,27.142697879543142,53.52
29.55,728.6412496070519,27.230540481036346,27.137422969442724,53.52
29.6,679.0214863927129,27.22512473231237,27.132098073792072,53.52
29.650000000000002,390.6296923669058,27.219447443412356,27.12649873367768,53.52
29.700000000000003,378.4935743087818,27.213884746524613,27.12102200748646,53.52
29.75,380.1287461623531,27.208346232873488,27.115570894764062,53.52
29.8,379.07606075761134,27.202820699225896,27.11013292694585,53.52
29.85,376.3600923032019,27.197307202496635,27.104707076175366,53.52
29.900000000000002,385.4852162794483,27.191818473462913,27.0993067148998,53.52
29.950000000000003,376.6904988358897,27.186331579332926,27.09390767664167,53.52
30.0,874.999999999999,27.18137131405334,27.089060567748653,53.52
30.05,895.0,27.1762516467656,27.084040861800673,53.52
30.1,874.999999999999,27.171111489201497,27.078997834319072,53.52
30.150000000000002,855.0,27.165971651365485,27.073954703530344,53.52
30.200000000000003,875.0000000000008,27.16087360861028,27.068955122035323,53.52
30.25,895.0,27.155801788902256,27.06398237165652,53.52
30.3,874.9999999999994,27.150714809317943,27.05899295730015,53.52
30.35,855.0,27.145628177373432,27.05400353300235,53.52
30.400000000000002,875.0000000000003,27.14058320682693,27.049057522122116,53.52
30.450000000000003,895.0,27.135564321029555,27.04413819880814,53.52
30.5,874.9999999999998,27.130530137265943,27.039202068069734,53.52
30.55,855.0,27.125496163407686,27.034265784318407,53.52
30.6,875.0,27.120503713572266,27.02937277129685,53.52
30.650000000000002,895.0,27.115537211469096,27.024506303536924,53.52
30.700000000000003,874.999999999998,27.110555274740303,27.019622886430053,53.52
30.75,855.0,27.105573411614003,27.014739174768803,53.52
30.8,874.9999999999995,27.100632936563205,27.009898592675903,53.52
30.85,895.0,27.095718273652064,27.00508441506231,53.52
30.900000000000002,874.9999999999984,27.09078804087643,27.000253147697386,53.52
30.950000000000003,855.0,27.08585774681717,26.995421445750775,53.52
31.0,874.9999999999991,27.08096870629926,26.99063273372114,53.52
31.05,895.0,27.07610534373779,26.985870286894382,53.52
31.1,874.9999999999989,27.071226277478626,26.98109061141394,53.52
31.150000000000002,855.0,27.066347016451896,26.976310362822304,53.52
31.200000000000003,875.0000000000009,27.06150887583073,26.971572965990198,53.52
31.25,895.0,27.056696280377533,26.966861696574473,53.52
31.3,874.9999999999993,27.05186784878467,26.962133061088483,53.52
31.35,855.0,27.04703909032769,26.95740371544375,53.52
31.400000000000002,875.0000000000005,27.042251320524432,26.952717084878973,53.52
31.450000000000003,895.0,27.037488964480954,26.948056445417976,53.52
31.5,704.0568523866975,27.032536026076354,26.943195150191237,53.52
31.55,699.246428358263,27.027664764491576,26.938420841299294,53.52
31.6,696.4157792970038,27.0228073504377,26.933661014286816,53.52
31.650000000000002,375.92436337958407,27.017636449297363,26.928571922763822,53.52
