Time_s,Power_W,OpenFOAM_Junction_Temp_degC,Baseline_NoPCM_degC,Uniform_PCM_degC
24.16,381.6549876415906,79.74422736228763,27.916807114005426,27.8159108888402
24.240000000000002,380.2505468883905,79.71461511915395,27.90502297038925,27.80421438784256
24.32,378.4667076742629,79.68389140849852,27.893287604862817,27.792569039328797
24.400000000000002,402.65454240281105,79.65215944393609,27.8816358090719,27.781011573210797
24.48,389.0498171096096,79.61952481590026,27.870003859863584,27.76947103179489
24.560000000000002,681.0867406849743,79.58609522604328,27.858835019149065,27.758432701291756
24.64,713.7679292058216,79.55198021629506,27.84764180949547,27.74734814533958
24.72,406.2215619701264,79.51729089326628,27.836049620426415,27.735822229198444
24.8,395.3246526055115,79.48213964869123,27.824613307060037,27.724480020851956
24.88,369.8063003404599,79.44663987661731,27.813194887189102,27.71315590616893
24.96,380.15765927133754,79.41090568805502,27.80184886717314,27.70190892428922
25.04,719.0036672377994,79.37505162380967,27.791021049107055,27.69122313328892
25.12,689.3849580157183,79.33919236622025,27.780061279903475,27.680371153620285
25.2,389.43819428146236,79.30344245053342,27.768736879015684,27.669118603348462
25.28,392.74634053429344,79.26791597664214,27.757584431678026,27.658067166392467
25.36,375.7306952842192,79.23272632191689,27.746454893818136,27.647038516941105
25.44,384.40474643938205,79.19798585585494,27.73539072432322,27.636078843977543
25.52,651.3809898989639,79.16380565726877,27.724743479101612,27.625570047681972
25.6,684.6341853799856,79.1302952347278,27.71408040113447,27.615025742037357
25.68,382.47431848606846,79.09756225095994,27.703023584675687,27.60404595273162
25.76,372.52216818035157,79.06571225190886,27.69211958024584,27.593246321107113
25.84,401.3241130393164,79.0348484011319,27.681306975194993,27.582544939309347
25.92,370.69858622039374,79.00507122020903,27.67048508172316,27.57182867284267
26.0,693.3993326995452,78.9764783358194,27.660172680168998,27.561666265268222
26.080000000000002,701.9611086592914,78.94916423412343,27.649786359584358,27.55140210333632
26.16,399.41273289066123,78.92322002307208,27.639014187021758,27.540712260660104
26.240000000000002,370.64137848820565,78.89873320324281,27.628367545714067,27.53017300121343
26.32,396.63163752154964,78.87578744778168,27.617814821133557,27.519735844273136
26.400000000000002,385.1023306101959,78.85446239200742,27.607279712462496,27.509313419274356
26.48,375.18491348952057,78.8348334332089,27.596779104046192,27.498925981637374
26.560000000000002,706.931552113949,78.81697154114188,27.586791253223748,27.489095021012158
26.64,702.9858954336021,78.80094307970369,27.576706876231356,27.479137124043618
26.72,378.9978312284121,78.78680964023636,27.566210293553034,27.46872553016593
26.8,385.6980208499003,78.77462788687951,27.55589644820764,27.458528196266734
26.88,381.14686403138245,78.76444941436343,27.545618253593855,27.44836759679272
26.96,386.13517345251256,78.7563206186017,27.535391710564024,27.43826045669868
27.04,709.9319601178157,78.75028258041048,27.52565964348357,27.428689046570067
27.12,723.7902522421803,78.74637096264794,27.515858037234565,27.419020552038912
27.2,372.6218450117316,78.7446159210339,27.50559787200851,27.408846904606847
27.28,406.3303337465627,78.74504202887503,27.495568089518947,27.39894096012051
27.36,365.47912200477504,78.74766821588555,27.485511237243774,27.38900201374792
27.44,383.48214904964425,78.75250772125844,27.475537732899564,27.379153055460495
27.52,708.8247580972686,78.75956806110517,27.46605479999671,27.369835035541264
27.6,704.2148780160255,78.76885101034688,27.45647472120713,27.36038974134861
27.68,378.7730048017941,78.78035259910223,27.44647859411435,27.350486714196524
27.76,382.9187774964273,78.79406312358155,27.436660123187526,27.340792584572057
27.84,380.0699906534117,78.80996717145933,27.426878653022353,27.33113690264501
27.92,379.10635243055793,78.8280436616615,27.417137754334092,27.321522607151397
28.0,712.7440314553154,78.84826589846658,27.407905470988307,27.312459875432033
28.080000000000002,705.3552322894757,78.87060163978448,27.398567881495428,27.30326062860001
28.16,378.0709040473935,78.8950131794401,27.388811719540648,27.293601065794682
28.240000000000002,393.99599875433256,78.92145744325427,27.379249473367974,27.284168287330928
28.32,388.07299520876614,78.94988609867922,27.369714149558988,27.27476236208804
28.400000000000002,393.1286211883897,78.98024567771138,27.36022797479274,27.26540734442331
28.48,391.2962884192362,79.01247771277183,27.35077679007382,27.25608723872237
28.560000000000002,687.565074836169,79.04651888521016,27.341780945377604,27.247260683042477
28.64,691.5972843970454,79.0823011860576,27.332709766335686,27.23833243990779
28.72,392.4729360512327,79.11975208862266,27.323254000159334,27.228980501507227
28.8,391.1037026543347,79.15879473249382,27.31395533798443,27.219813642755582
28.88,384.7909840603586,79.19934811848415,27.3046887210564,27.210680125209624
28.96,386.1732738330879,79.24132731402575,27.295465229631535,27.20159109164881
29.04,719.1649734368264,79.28464366849485,27.286746371336843,27.193049262479228
29.12,691.1264291674626,79.32920503792407,27.27789137135252,27.18433742484542
29.2,390.47097381170045,79.37491601853392,27.268661370687184,27.175214033342314
29.28,382.9780734756611,79.42167818849377,27.259579729154833,27.166266448953497
29.36,382.82318796772785,79.46939035730162,27.250540318123125,27.157363708265635
29.44,395.98776851987196,79.51794882215283,27.24155716800506,27.148519497286866
29.52,712.3812452348204,79.56724763064993,27.233049641418006,27.140190221658695
29.6,712.2026445400096,79.61717884919042,27.22445071490274,27.1317406424891
29.68,398.0547880715433,79.66763283635406,27.2154457534546,27.122844225565817
29.76,385.2100384163276,79.7184985205995,27.20658596302155,27.114120826908373
29.84,391.8195297129497,79.7696636815686,27.197779168396227,27.105454407606633
29.92,381.8973324340655,79.82101523428804,27.188992631641586,27.0968069552967
30.0,874.999999999999,79.87243951554994,27.18093776071616,27.088954900636548
30.080000000000002,886.7557050458482,79.92382257174874,27.172735770739248,27.080912032889024
30.16,855.9788696740968,79.97505044744662,27.164517540008745,27.072845952869034
30.240000000000002,894.021130325903,80.02600947393896,27.15639910256802,27.064887534124033
30.32,863.2442949541504,80.07658655709085,27.148256322918566,27.05689782508511
30.400000000000002,875.0000000000003,80.12666946371738,27.14017607974327,27.048975129003484
30.48,886.7557050458507,80.1761471057847,27.13214145834626,27.041098907776313
30.560000000000002,855.9788696740973,80.22490982171354,27.124092438494635,27.033203561169156
30.64,894.0211303259027,80.27284965407492,27.116142541209495,27.025415242587368
30.72,863.2442949541512,80.31986062297655,27.108167599514847,27.01759490588498
30.8,874.9999999999995,80.3658389944492,27.10025449454966,27.0098408554197
30.88,886.7557050458514,80.41068354315529,27.092386314528976,27.002132556165186
30.96,855.9788696740969,80.45429580875592,27.084503042125018,26.994404410991223
31.04,894.0211303259025,80.49658034528908,27.076718201252,26.98678257639494
31.12,863.24429495415,80.53744496292863,27.068907627815058,26.979128009308862
31.2,874.9999999999986,80.57680096151384,27.061158205822174,26.971539017155997
31.28,886.7557050458503,80.61456335525936,27.0534530263455,26.963995067962184
31.36,855.9788696740967,80.65065108807809,27.045732074902457,26.95643056763624
